"","logFC","logCPM","LR","PValue"
"Rragd",0.389366545395181,2.21784941268248,2.28801650259711,0.130376442991417
"Sim2",-0.127269805875285,2.7567029987329,0.0846326703727662,0.771114839362681
"Tcea3",0.259580915784791,1.92823632452254,0.411949220657641,0.520981812349657
"Tmem254a",-0.00942015429128629,2.05138035108455,0.000565158899469509,0.981033620295068
"Zfp428",-0.151000551000377,2.35029073896478,0.273989300990029,0.600668182619315
"Als2cl",-0.503498648610261,2.64682304813184,2.10606751383938,0.146715921616164
"Ankrd23",-0.116549712009332,2.02200124399375,0.181212966837435,0.670332901688538
"Lamc2",-0.225290999231259,3.27104519645813,0.947159426318468,0.330443396360153
"Ms4a6d",0.653449419142215,3.54366206210557,2.10866994287274,0.146466571559634
"Phf19",0.414352107990462,2.15583810448351,2.41770335066881,0.119970703854528
"Svip",0.611960998309002,1.90200520299418,3.72454883274953,0.05361811137356
"Zfp493",0.444195650327536,2.2581686932835,1.95398227233553,0.162158368497777
